order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order,order_seq
1781835,125401,prior,2,3,13,20.0,1
1996063,125401,prior,3,6,10,30.0,2
1495664,125401,prior,4,6,10,28.0,3
770315,125401,prior,5,1,15,30.0,4
381921,125601,prior,3,3,14,22.0,0
817060,125601,prior,4,5,13,30.0,1
306261,125601,prior,5,1,8,17.0,2
2488516,125601,prior,6,2,13,30.0,3
164542,125601,prior,7,0,18,5.0,4
1652167,125801,prior,23,3,18,7.0,0
2437528,125801,prior,24,6,15,30.0,1
797945,125801,prior,25,6,17,7.0,2
2234607,125801,prior,26,6,15,21.0,3
2829284,125801,prior,27,6,13,7.0,4
3259596,126001,prior,12,1,19,10.0,0
270114,126001,prior,13,5,10,11.0,1
2540672,126001,prior,14,0,14,9.0,2
3414397,126001,prior,15,2,15,16.0,3
664247,126001,prior,16,6,10,11.0,4
1916305,126201,prior,9,2,16,30.0,0
100987,126201,prior,10,1,9,6.0,1
3049867,126201,prior,11,1,14,30.0,2
1218552,126201,prior,12,5,14,30.0,3
1456746,126201,prior,13,3,11,26.0,4
2722699,126401,prior,1,1,18,,0
1639652,126401,prior,2,4,10,30.0,1
146547,126401,prior,3,6,14,30.0,2
2970920,126601,prior,3,1,12,30.0,0
2288490,126601,prior,4,6,10,19.0,1
840449,126601,prior,5,6,8,21.0,2
1471338,126601,prior,6,6,13,7.0,3
546051,126601,prior,7,2,19,10.0,4
2584642,126801,prior,1,0,11,,0
1433721,126801,prior,2,4,12,30.0,1
1887185,126801,prior,3,0,11,30.0,2
3084349,126801,prior,4,3,17,30.0,3
985913,126801,prior,5,0,13,4.0,4
1847091,127001,prior,1,3,19,,0
2099711,127001,prior,2,2,19,27.0,1
2694958,127001,prior,3,5,20,30.0,2
1134626,127201,prior,41,1,11,5.0,0
2883364,127201,prior,42,6,16,5.0,1
3344216,127201,prior,43,0,11,8.0,2
1296796,127201,prior,44,6,10,20.0,3
450567,127201,prior,45,2,10,10.0,4
1284204,127401,prior,1,4,10,,0
3046174,127401,prior,2,5,12,15.0,1
2632461,127401,prior,3,5,14,30.0,2
1124138,127601,prior,5,1,9,14.0,0
1950813,127601,prior,6,1,10,14.0,1
699550,127601,prior,7,1,9,14.0,2
615612,127601,prior,8,1,9,14.0,3
3367531,127601,prior,9,1,9,14.0,4
2061640,127801,prior,17,6,13,24.0,0
255105,127801,prior,18,4,17,5.0,1
1362874,127801,prior,19,3,10,6.0,2
2635186,127801,prior,20,1,9,19.0,3
1238533,127801,prior,21,2,11,8.0,4
1292115,128001,prior,1,2,14,,0
2331888,128001,prior,2,6,10,18.0,1
101141,128001,prior,3,6,10,7.0,2
2836289,128201,prior,34,2,15,3.0,0
2135094,128201,prior,35,0,11,5.0,1
1705439,128201,prior,36,4,21,4.0,2
2471097,128201,prior,37,2,12,5.0,3
1985738,128201,prior,38,6,14,4.0,4
3011762,128401,prior,4,6,12,6.0,0
2510485,128401,prior,5,1,17,30.0,1
56400,128401,prior,6,6,15,12.0,2
1407350,128401,prior,7,3,15,30.0,3
728975,128401,prior,8,3,11,28.0,4
194276,128601,prior,3,6,10,30.0,0
1463595,128601,prior,4,2,7,30.0,1
298241,128601,prior,5,3,6,22.0,2
2585609,128601,prior,6,2,8,20.0,3
3323094,128601,prior,7,3,10,29.0,4
528691,128801,prior,6,4,21,17.0,0
2239537,128801,prior,7,4,21,0.0,1
1566766,128801,prior,8,1,15,4.0,2
3012370,128801,prior,9,5,17,30.0,3
66547,128801,prior,10,0,14,16.0,4
2666743,129001,prior,5,6,11,30.0,0
2314606,129001,prior,6,6,12,28.0,1
3148364,129001,prior,7,3,19,30.0,2
1164873,129001,prior,8,5,17,30.0,3
1703716,129001,prior,9,5,20,14.0,4
1095027,129201,prior,1,6,23,,0
1857398,129201,prior,2,3,19,18.0,1
3143679,129201,prior,3,5,20,2.0,2
3337761,129201,prior,4,6,18,8.0,3
1463734,129201,prior,5,5,8,30.0,4
213807,129401,prior,2,6,8,4.0,0
2664661,129401,prior,3,4,7,5.0,1
661866,129401,prior,4,2,11,5.0,2
1158110,129401,prior,5,2,16,14.0,3
1825144,129401,prior,6,3,14,15.0,4
2886791,129601,prior,5,0,12,1.0,0
117753,129601,prior,6,3,11,3.0,1
2508046,129601,prior,7,6,16,3.0,2
226448,129601,prior,8,6,18,0.0,3
144631,129601,prior,9,4,13,30.0,4
1377131,129801,prior,11,5,16,8.0,0
2595989,129801,prior,12,1,15,3.0,1
1513415,129801,prior,13,3,17,9.0,2
1889616,129801,prior,14,4,12,22.0,3
2965317,129801,prior,15,2,18,5.0,4
161496,130001,prior,1,5,16,,0
2550684,130001,prior,2,6,10,30.0,1
3181739,130001,prior,3,3,20,4.0,2
1220128,130001,prior,4,0,10,30.0,3
2865052,130201,prior,9,2,16,2.0,0
1730841,130201,prior,10,5,16,3.0,1
589058,130201,prior,11,3,17,12.0,2
1002270,130201,prior,12,1,15,5.0,3
2620708,130201,prior,13,3,13,30.0,4
3291383,130401,prior,11,2,13,14.0,0
2567607,130401,prior,12,2,8,7.0,1
2703434,130401,prior,13,1,17,6.0,2
3184367,130401,prior,14,4,9,10.0,3
2438446,130401,prior,15,1,12,30.0,4
2504016,130601,prior,11,5,11,4.0,0
3115942,130601,prior,12,3,14,30.0,1
3401566,130601,prior,13,3,10,14.0,2
1954609,130601,prior,14,5,13,9.0,3
2899866,130601,prior,15,1,19,10.0,4
2821714,130801,prior,2,1,19,21.0,0
3124469,130801,prior,3,3,22,9.0,1
346254,130801,prior,4,6,9,30.0,2
2852062,130801,prior,5,3,21,11.0,3
2353584,130801,prior,6,1,17,30.0,4
718860,131001,prior,13,3,22,13.0,0
3061090,131001,prior,14,2,17,20.0,1
1837678,131001,prior,15,1,22,13.0,2
810522,131001,prior,16,5,11,11.0,3
72439,131001,prior,17,2,19,30.0,4
2031492,131201,prior,15,6,17,7.0,0
333960,131201,prior,16,0,15,22.0,1
2148061,131201,prior,17,6,7,6.0,2
2714255,131201,prior,18,6,9,7.0,3
1996868,131201,prior,19,6,6,14.0,4
2337447,131401,prior,7,2,18,2.0,0
1358742,131401,prior,8,0,12,5.0,1
2438423,131401,prior,9,2,11,9.0,2
1044473,131401,prior,10,0,15,30.0,3
1197369,131401,prior,11,0,10,7.0,4
3149898,131601,prior,57,2,9,7.0,0
2468657,131601,prior,58,1,9,6.0,1
1744334,131601,prior,59,1,11,7.0,2
2862222,131601,prior,60,3,10,2.0,3
612791,131601,prior,61,2,10,6.0,4
835085,131801,prior,14,1,15,14.0,0
1052421,131801,prior,15,4,17,3.0,1
531132,131801,prior,16,4,12,14.0,2
2368835,131801,prior,17,5,20,1.0,3
19646,131801,prior,18,2,15,4.0,4
2014606,132001,prior,9,1,14,8.0,0
1120977,132001,prior,10,1,22,7.0,1
2382309,132001,prior,11,0,21,6.0,2
1672926,132001,prior,12,0,22,7.0,3
1646944,132001,prior,13,2,22,30.0,4
2093884,132201,prior,60,3,17,2.0,0
132762,132201,prior,61,6,20,3.0,1
2878617,132201,prior,62,6,20,0.0,2
1012489,132201,prior,63,1,14,2.0,3
387161,132201,prior,64,6,15,5.0,4
2178137,132401,prior,1,4,20,,0
2278031,132401,prior,2,6,20,2.0,1
2130878,132401,prior,3,0,18,15.0,2
1682701,132401,prior,4,1,20,22.0,3
2430824,132401,prior,5,5,19,11.0,4
1626663,132601,prior,1,2,10,,0
2059593,132601,prior,2,4,13,16.0,1
1066983,132601,prior,3,4,11,14.0,2
2641183,132601,prior,4,4,10,28.0,3
3196352,132601,prior,5,4,12,14.0,4
2398593,132801,prior,1,6,13,,0
1709527,132801,prior,2,6,10,28.0,1
685107,132801,prior,3,1,11,30.0,2
2503663,132801,prior,4,4,13,30.0,3
3324375,133001,prior,5,0,11,8.0,0
727993,133001,prior,6,4,13,18.0,1
276621,133001,prior,7,1,14,11.0,2
1572151,133001,prior,8,0,9,20.0,3
475259,133001,prior,9,0,8,21.0,4
1080157,133201,prior,1,6,13,,0
1359773,133201,prior,2,5,16,6.0,1
666046,133201,prior,3,6,14,8.0,2
2866337,133401,prior,4,1,16,10.0,0
3385743,133401,prior,5,3,13,9.0,1
761045,133401,prior,6,5,13,9.0,2
2818765,133401,prior,7,0,14,9.0,3
1998019,133401,prior,8,2,15,9.0,4
210079,133601,prior,51,2,15,2.0,0
152161,133601,prior,52,2,21,7.0,1
214405,133601,prior,53,1,18,6.0,2
3039749,133601,prior,54,4,21,3.0,3
14248,133601,prior,55,3,19,6.0,4
650199,133801,prior,9,0,17,6.0,0
1078227,133801,prior,10,1,15,8.0,1
529471,133801,prior,11,0,15,6.0,2
3236776,133801,prior,12,4,13,4.0,3
2264577,133801,prior,13,4,13,14.0,4
2602371,134001,prior,2,6,14,27.0,0
2775504,134001,prior,3,4,10,30.0,1
1325769,134001,prior,4,2,6,30.0,2
1028100,134001,prior,5,3,13,8.0,3
3162354,134001,prior,6,2,16,30.0,4
909607,134201,prior,1,0,12,,0
1027673,134201,prior,2,1,22,30.0,1
745573,134201,prior,3,2,17,30.0,2
2500256,134201,prior,4,4,8,30.0,3
1740872,134201,prior,5,1,9,25.0,4
790536,134401,prior,4,4,13,14.0,0
1971683,134401,prior,5,4,11,30.0,1
1501726,134401,prior,6,4,9,14.0,2
839188,134401,prior,7,2,8,19.0,3
1907455,134401,prior,8,2,8,30.0,4
1887405,134601,prior,1,0,17,,0
1756682,134601,prior,2,0,11,28.0,1
3154793,134601,prior,3,0,12,28.0,2
3386245,134801,prior,1,0,11,,0
2036480,134801,prior,2,4,14,30.0,1
1520972,134801,prior,3,4,14,30.0,2
390760,135001,prior,1,3,13,,0
899316,135001,prior,2,0,20,4.0,1
2211796,135001,prior,3,3,20,30.0,2
2364228,135001,prior,4,2,18,13.0,3
1051557,135201,prior,1,3,12,,0
371443,135201,prior,2,3,15,7.0,1
3419451,135201,prior,3,0,15,11.0,2
2991516,135401,prior,1,3,18,,0
2042224,135401,prior,2,4,10,8.0,1
1043427,135401,prior,3,5,14,1.0,2
850895,135601,prior,3,4,15,4.0,0
3026445,135601,prior,4,1,15,11.0,1
1048309,135601,prior,5,1,17,21.0,2
584699,135601,prior,6,2,20,8.0,3
1475377,135601,prior,7,2,16,7.0,4
2926169,135801,prior,1,1,19,,0
1804345,135801,prior,2,4,18,30.0,1
3110305,135801,prior,3,3,17,30.0,2
1380910,135801,prior,4,0,8,18.0,3
2433564,135801,prior,5,3,8,10.0,4
2447612,136001,prior,31,6,10,15.0,0
2177298,136001,prior,32,1,11,9.0,1
758350,136001,prior,33,0,10,6.0,2
1641407,136001,prior,34,4,11,4.0,3
3252282,136001,prior,35,0,13,17.0,4
78521,136201,prior,3,2,15,20.0,0
235505,136201,prior,4,3,13,29.0,1
1813515,136201,prior,5,3,10,30.0,2
1414440,136201,prior,6,1,9,26.0,3
1045658,136201,prior,7,5,11,11.0,4
3384301,136401,prior,1,0,12,,0
392434,136401,prior,2,1,16,30.0,1
3309935,136401,prior,3,4,9,30.0,2
1396583,136401,prior,4,1,13,4.0,3
440140,136601,prior,16,0,8,15.0,0
2230922,136601,prior,17,0,11,7.0,1
1821325,136601,prior,18,0,8,7.0,2
789104,136601,prior,19,5,14,12.0,3
1916734,136601,prior,20,4,13,13.0,4
3214348,136801,prior,45,4,9,8.0,0
677614,136801,prior,46,1,15,4.0,1
437958,136801,prior,47,1,8,14.0,2
1091055,136801,prior,48,1,7,7.0,3
796928,136801,prior,49,3,9,2.0,4
3132093,137001,prior,5,3,15,13.0,0
3020475,137001,prior,6,3,11,7.0,1
3370561,137001,prior,7,3,17,7.0,2
2052747,137001,prior,8,1,20,5.0,3
2421073,137001,prior,9,4,13,30.0,4
198801,137201,prior,7,0,16,7.0,0
2281578,137201,prior,8,6,11,6.0,1
673607,137201,prior,9,6,11,7.0,2
1865123,137201,prior,10,5,20,6.0,3
1306140,137201,prior,11,6,10,8.0,4
3382398,137401,prior,1,4,1,,0
727983,137401,prior,2,4,16,30.0,1
223614,137401,prior,3,0,10,30.0,2
394982,137601,prior,1,4,20,,0
901121,137601,prior,2,1,10,30.0,1
2524934,137601,prior,3,6,8,30.0,2
2289420,137601,prior,4,1,11,30.0,3
3274793,137601,prior,5,4,8,30.0,4
3197735,137801,prior,1,2,15,,0
1799519,137801,prior,2,1,13,20.0,1
2560055,137801,prior,3,4,12,30.0,2
333309,137801,prior,4,0,18,24.0,3
1655111,138001,prior,21,1,8,5.0,0
2825390,138001,prior,22,4,10,3.0,1
2702865,138001,prior,23,5,14,8.0,2
2080079,138001,prior,24,3,7,19.0,3
125040,138001,prior,25,4,22,1.0,4
1578986,138201,prior,3,6,8,19.0,0
2427273,138201,prior,4,6,10,7.0,1
898448,138201,prior,5,4,8,5.0,2
223003,138201,prior,6,4,7,7.0,3
786331,138201,prior,7,3,5,6.0,4
2181356,138401,prior,80,5,14,2.0,0
348189,138401,prior,81,5,9,7.0,1
1196516,138401,prior,82,0,9,2.0,2
2014418,138401,prior,83,0,7,14.0,3
2805829,138401,prior,84,4,18,4.0,4
13847,138601,prior,2,3,12,30.0,0
1157695,138601,prior,3,3,10,30.0,1
1963408,138601,prior,4,3,12,28.0,2
2808737,138601,prior,5,3,13,30.0,3
2414477,138601,prior,6,4,10,29.0,4
1074545,138801,prior,45,2,16,8.0,0
2784886,138801,prior,46,0,18,5.0,1
2574964,138801,prior,47,1,15,8.0,2
2573924,138801,prior,48,0,13,20.0,3
1251778,138801,prior,49,5,13,5.0,4
129203,139001,prior,1,2,23,,0
1016877,139001,prior,2,3,8,15.0,1
2925226,139001,prior,3,3,8,21.0,2
1430661,139001,prior,4,2,17,27.0,3
2610140,139201,prior,1,0,11,,0
1846746,139201,prior,2,2,15,30.0,1
3236583,139201,prior,3,3,10,30.0,2
798572,139201,prior,4,0,10,18.0,3
271295,139401,prior,1,2,17,,0
415118,139401,prior,2,0,11,12.0,1
2519187,139401,prior,3,1,17,15.0,2
914405,139401,prior,4,2,9,8.0,3
3363650,139401,prior,5,4,17,30.0,4
579556,139601,prior,1,1,15,,0
2552514,139601,prior,2,3,9,2.0,1
1215756,139601,prior,3,3,12,7.0,2
2186580,139801,prior,20,3,20,5.0,0
1856056,139801,prior,21,3,20,7.0,1
570025,139801,prior,22,3,21,7.0,2
204357,139801,prior,23,0,20,18.0,3
1266285,139801,prior,24,4,21,4.0,4
1140825,140001,prior,7,0,13,15.0,0
750329,140001,prior,8,2,18,2.0,1
2339497,140001,prior,9,6,15,4.0,2
3243742,140001,prior,10,2,11,3.0,3
1321319,140001,prior,11,5,11,3.0,4
1845596,140201,prior,5,4,10,30.0,0
1868857,140201,prior,6,3,17,13.0,1
3259543,140201,prior,7,1,14,26.0,2
2446008,140201,prior,8,6,15,30.0,3
1847880,140201,prior,9,4,14,30.0,4
779715,140401,prior,1,0,16,,0
1621094,140401,prior,2,0,17,7.0,1
1093846,140401,prior,3,1,14,30.0,2
591822,140401,prior,4,1,13,30.0,3
1274891,140601,prior,36,6,8,6.0,0
2770796,140601,prior,37,0,8,8.0,1
2394604,140601,prior,38,5,22,5.0,2
11428,140601,prior,39,2,21,4.0,3
3181446,140601,prior,40,5,14,3.0,4
1614223,140801,prior,11,0,8,28.0,0
2636370,140801,prior,12,6,13,13.0,1
873951,140801,prior,13,6,18,21.0,2
762365,140801,prior,14,4,12,19.0,3
3358843,140801,prior,15,6,12,30.0,4
3346321,141001,prior,1,3,16,,0
200386,141001,prior,2,6,13,30.0,1
1686428,141001,prior,3,6,9,14.0,2
1772115,141201,prior,1,3,7,,0
2704264,141201,prior,2,6,15,3.0,1
1208010,141201,prior,3,6,17,7.0,2
1855475,141201,prior,4,4,16,5.0,3
366433,141201,prior,5,2,16,12.0,4
3033756,141401,prior,30,2,11,8.0,0
1376503,141401,prior,31,5,8,3.0,1
2613742,141401,prior,32,3,12,5.0,2
2775324,141401,prior,33,4,18,1.0,3
2942034,141401,prior,34,5,15,1.0,4
1981221,141601,prior,13,5,21,10.0,0
1379534,141601,prior,14,2,13,11.0,1
850286,141601,prior,15,3,17,8.0,2
2285477,141601,prior,16,6,23,3.0,3
1351193,141601,prior,17,3,22,11.0,4
1384973,141801,prior,2,4,8,30.0,0
439751,141801,prior,3,6,12,16.0,1
639621,141801,prior,4,0,9,30.0,2
1464452,141801,prior,5,6,10,20.0,3
1813287,141801,prior,6,3,9,30.0,4
1211010,142001,prior,17,2,12,20.0,0
122470,142001,prior,18,3,14,22.0,1
3360796,142001,prior,19,3,3,14.0,2
958689,142001,prior,20,4,13,8.0,3
2702260,142001,prior,21,6,18,9.0,4
2379820,142201,prior,1,3,12,,0
2313654,142201,prior,2,0,10,30.0,1
2260401,142201,prior,3,4,16,30.0,2
2189811,142201,prior,4,1,12,30.0,3
3358978,142201,prior,5,6,13,12.0,4
3391745,142401,prior,1,1,9,,0
462733,142401,prior,2,6,11,30.0,1
3134489,142401,prior,3,1,8,9.0,2
3147432,142401,prior,4,0,14,30.0,3
3301634,142601,prior,2,2,20,30.0,0
971836,142601,prior,3,2,19,30.0,1
2038506,142601,prior,4,0,13,19.0,2
992416,142601,prior,5,3,9,10.0,3
1278850,142601,prior,6,1,17,30.0,4
260075,142801,prior,17,5,11,4.0,0
1649870,142801,prior,18,3,13,5.0,1
1382466,142801,prior,19,2,8,13.0,2
1061402,142801,prior,20,3,11,1.0,3
993581,142801,prior,21,1,9,5.0,4
3356467,143001,prior,14,1,10,30.0,0
1288890,143001,prior,15,0,17,13.0,1
400092,143001,prior,16,3,12,17.0,2
2201445,143001,prior,17,6,11,24.0,3
3205167,143001,prior,18,0,14,30.0,4
2767226,143201,prior,11,0,9,8.0,0
2948024,143201,prior,12,0,8,7.0,1
860675,143201,prior,13,6,10,6.0,2
2285027,143201,prior,14,6,10,7.0,3
1017946,143201,prior,15,1,7,9.0,4
3078255,143401,prior,55,3,12,5.0,0
3074050,143401,prior,56,0,7,4.0,1
360120,143401,prior,57,3,11,3.0,2
565867,143401,prior,58,6,14,3.0,3
79552,143401,prior,59,6,9,7.0,4
2355670,143601,prior,1,6,13,,0
2943618,143601,prior,2,5,10,30.0,1
1940335,143601,prior,3,0,13,23.0,2
1689680,143801,prior,1,0,13,,0
742105,143801,prior,2,6,16,30.0,1
2577749,143801,prior,3,5,15,6.0,2
1406072,144001,prior,1,5,9,,0
2204156,144001,prior,2,0,21,9.0,1
1319848,144001,prior,3,1,11,29.0,2
1888747,144201,prior,7,1,17,26.0,0
2583410,144201,prior,8,4,15,10.0,1
337127,144201,prior,9,0,18,3.0,2
2167846,144201,prior,10,3,9,3.0,3
1576615,144201,prior,11,0,15,18.0,4
1443721,144401,prior,25,4,7,4.0,0
1571851,144401,prior,26,0,20,3.0,1
193286,144401,prior,27,1,11,15.0,2
566659,144401,prior,28,2,20,8.0,3
306837,144401,prior,29,0,9,5.0,4
764476,144601,prior,1,0,10,,0
2100215,144601,prior,2,1,17,8.0,1
967414,144601,prior,3,0,6,6.0,2
2474266,144801,prior,1,5,15,,0
699233,144801,prior,2,3,17,30.0,1
662632,144801,prior,3,5,15,9.0,2
2117924,144801,prior,4,4,9,6.0,3
622719,144801,prior,5,3,10,20.0,4
2840295,145001,prior,35,5,15,4.0,0
2278642,145001,prior,36,5,18,7.0,1
2291752,145001,prior,37,6,12,1.0,2
2906200,145001,prior,38,4,16,5.0,3
2538477,145001,prior,39,2,19,5.0,4
1128915,145201,prior,1,4,18,,0
2287433,145201,prior,2,0,18,30.0,1
1076955,145201,prior,3,6,21,27.0,2
2119535,145401,prior,12,3,16,3.0,0
2215484,145401,prior,13,6,17,10.0,1
2670046,145401,prior,14,4,16,19.0,2
880999,145401,prior,15,4,16,7.0,3
1912101,145401,prior,16,6,14,16.0,4
2352767,145601,prior,15,0,15,3.0,0
1797775,145601,prior,16,0,6,7.0,1
3388209,145601,prior,17,5,12,5.0,2
1128160,145601,prior,18,2,2,4.0,3
2798257,145601,prior,19,1,6,6.0,4
687606,145801,prior,1,1,8,,0
24399,145801,prior,2,2,11,22.0,1
2208820,145801,prior,3,2,11,30.0,2
3362503,145801,prior,4,0,20,30.0,3
2804752,145801,prior,5,4,8,18.0,4
2812944,146001,prior,57,2,19,7.0,0
1917006,146001,prior,58,6,17,4.0,1
1593392,146001,prior,59,4,12,12.0,2
25116,146001,prior,60,4,17,7.0,3
2382547,146001,prior,61,3,7,20.0,4
750337,146201,prior,9,4,18,26.0,0
1468787,146201,prior,10,6,12,9.0,1
1389748,146201,prior,11,0,14,8.0,2
72004,146201,prior,12,5,15,12.0,3
2449127,146201,prior,13,6,10,8.0,4
3418879,146401,prior,2,4,15,1.0,0
1563331,146401,prior,3,5,15,1.0,1
1735682,146401,prior,4,6,17,1.0,2
3012741,146401,prior,5,6,18,0.0,3
2766490,146401,prior,6,3,16,4.0,4
2549675,146601,prior,1,5,19,,0
1339031,146601,prior,2,6,11,8.0,1
180072,146601,prior,3,0,11,8.0,2
3116517,146601,prior,4,6,16,6.0,3
3382022,146601,prior,5,6,19,14.0,4
2273517,146801,prior,1,5,11,,0
1662691,146801,prior,2,5,8,30.0,1
581606,146801,prior,3,6,10,30.0,2
640949,146801,prior,4,5,13,20.0,3
677494,147001,prior,1,1,11,,0
2147773,147001,prior,2,2,16,30.0,1
222258,147001,prior,3,3,21,30.0,2
552675,147201,prior,15,2,17,10.0,0
979521,147201,prior,16,5,11,10.0,1
2639797,147201,prior,17,5,11,0.0,2
242469,147201,prior,18,0,11,9.0,3
1758619,147201,prior,19,3,10,3.0,4
2493820,147401,prior,15,0,17,20.0,0
2772355,147401,prior,16,5,10,12.0,1
2265296,147401,prior,17,4,16,27.0,2
2549143,147401,prior,18,4,14,7.0,3
3172597,147401,prior,19,4,9,28.0,4
2193259,147601,prior,1,2,15,,0
1689577,147601,prior,2,5,10,30.0,1
498331,147601,prior,3,2,14,4.0,2
2503577,147801,prior,30,0,12,13.0,0
1241275,147801,prior,31,2,16,9.0,1
705429,147801,prior,32,2,18,7.0,2
2793369,147801,prior,33,6,16,25.0,3
2126842,147801,prior,34,5,19,20.0,4
1885331,148001,prior,1,4,13,,0
352113,148001,prior,2,5,13,8.0,1
3645,148001,prior,3,4,11,13.0,2
1235442,148201,prior,5,6,10,30.0,0
823415,148201,prior,6,6,16,30.0,1
1331889,148201,prior,7,0,16,1.0,2
3375699,148201,prior,8,0,12,14.0,3
3387138,148201,prior,9,0,10,30.0,4
1256042,148401,prior,6,1,13,9.0,0
2553094,148401,prior,7,0,11,6.0,1
1478418,148401,prior,8,3,18,10.0,2
3293914,148401,prior,9,1,10,26.0,3
2018938,148401,prior,10,3,16,30.0,4
966458,148601,prior,1,3,19,,0
2071973,148601,prior,2,0,14,4.0,1
126108,148601,prior,3,0,10,7.0,2
2853611,148601,prior,4,0,9,7.0,3
114326,148601,prior,5,0,18,21.0,4
2006762,148801,prior,1,3,15,,0
2948924,148801,prior,2,6,16,30.0,1
1794472,148801,prior,3,6,5,30.0,2
296348,149001,prior,6,1,15,9.0,0
1443887,149001,prior,7,1,16,7.0,1
1910908,149001,prior,8,6,17,26.0,2
1953641,149001,prior,9,4,18,12.0,3
1806689,149001,prior,10,3,16,20.0,4
2259464,149201,prior,1,3,10,,0
3019791,149201,prior,2,0,9,11.0,1
713744,149201,prior,3,0,11,30.0,2
882692,149201,prior,4,6,12,27.0,3
3282874,149201,prior,5,0,8,15.0,4
2987112,149401,prior,30,6,16,5.0,0
2918845,149401,prior,31,3,7,4.0,1
2511877,149401,prior,32,4,19,8.0,2
172931,149401,prior,33,6,10,2.0,3
2690473,149401,prior,34,6,9,14.0,4
2600144,149601,prior,6,5,11,30.0,0
1240639,149601,prior,7,1,11,30.0,1
77267,149601,prior,8,6,15,5.0,2
1138475,149601,prior,9,0,12,15.0,3
1950531,149601,prior,10,5,19,30.0,4
744609,149801,prior,20,6,21,7.0,0
3190227,149801,prior,21,0,17,8.0,1
1665187,149801,prior,22,0,17,7.0,2
3329834,149801,prior,23,6,14,6.0,3
1783556,149801,prior,24,0,12,8.0,4
2479778,150001,prior,4,4,23,27.0,0
1910829,150001,prior,5,4,11,30.0,1
2983778,150001,prior,6,0,22,30.0,2
3420017,150001,prior,7,5,13,30.0,3
1162113,150001,prior,8,3,9,5.0,4
350895,150201,prior,19,3,19,15.0,0
2002283,150201,prior,20,5,15,16.0,1
2111776,150201,prior,21,3,20,12.0,2
1141301,150201,prior,22,5,16,9.0,3
2308570,150201,prior,23,3,7,12.0,4
2719636,150401,prior,15,2,15,7.0,0
2061738,150401,prior,16,4,10,16.0,1
2080400,150401,prior,17,3,13,6.0,2
2623915,150401,prior,18,5,13,9.0,3
1207400,150401,prior,19,4,15,6.0,4
1456735,150601,prior,10,1,11,9.0,0
2553947,150601,prior,11,2,8,15.0,1
467859,150601,prior,12,6,9,18.0,2
2809133,150601,prior,13,0,13,8.0,3
1599865,150601,prior,14,6,16,6.0,4
367591,150801,prior,3,2,11,12.0,0
2537826,150801,prior,4,0,16,19.0,1
508488,150801,prior,5,6,17,20.0,2
1711043,150801,prior,6,5,11,30.0,3
308582,150801,prior,7,4,15,30.0,4
452892,151001,prior,27,2,9,22.0,0
3132202,151001,prior,28,2,10,0.0,1
2936790,151001,prior,29,1,13,13.0,2
1220650,151001,prior,30,1,11,14.0,3
2780526,151001,prior,31,2,9,8.0,4
2832479,151201,prior,10,0,16,7.0,0
919359,151201,prior,11,3,0,10.0,1
2414889,151201,prior,12,1,4,5.0,2
81411,151201,prior,13,0,12,30.0,3
438540,151201,prior,14,0,5,7.0,4
1228323,151401,prior,48,4,14,5.0,0
2220030,151401,prior,49,0,16,3.0,1
1494392,151401,prior,50,2,18,2.0,2
647486,151401,prior,51,2,9,7.0,3
3131457,151401,prior,52,3,21,1.0,4
3110944,151601,prior,7,4,22,12.0,0
442333,151601,prior,8,3,13,13.0,1
672856,151601,prior,9,3,21,0.0,2
280139,151601,prior,10,3,0,14.0,3
2488987,151601,prior,11,4,11,15.0,4
2316271,151801,prior,5,0,11,6.0,0
3240746,151801,prior,6,0,15,7.0,1
143930,151801,prior,7,5,17,5.0,2
1918911,151801,prior,8,0,16,9.0,3
365361,151801,prior,9,6,14,27.0,4
2134855,152001,prior,20,1,17,0.0,0
2988386,152001,prior,21,6,12,30.0,1
1468323,152001,prior,22,1,20,30.0,2
877728,152001,prior,23,0,12,13.0,3
3254648,152001,prior,24,0,8,7.0,4
971218,152201,prior,29,2,14,13.0,0
601183,152201,prior,30,4,8,9.0,1
1922443,152201,prior,31,5,9,8.0,2
3100461,152201,prior,32,6,9,8.0,3
1743865,152201,prior,33,0,12,22.0,4
3388096,152401,prior,5,4,17,22.0,0
3105686,152401,prior,6,6,20,2.0,1
1272880,152401,prior,7,4,16,5.0,2
6294,152401,prior,8,0,12,3.0,3
1239045,152401,prior,9,2,12,16.0,4
2740211,152601,prior,2,2,10,30.0,0
2613912,152601,prior,3,1,11,6.0,1
1563698,152601,prior,4,5,12,30.0,2
1147986,152601,prior,5,1,15,10.0,3
2099654,152601,prior,6,6,10,30.0,4
2708614,152801,prior,21,0,10,14.0,0
1250878,152801,prior,22,3,16,17.0,1
2187690,152801,prior,23,0,19,11.0,2
516249,152801,prior,24,1,17,8.0,3
166669,152801,prior,25,0,20,13.0,4
2589253,153001,prior,11,6,13,17.0,0
898472,153001,prior,12,3,14,25.0,1
1363682,153001,prior,13,3,16,7.0,2
180127,153001,prior,14,6,19,3.0,3
3159784,153001,prior,15,5,18,6.0,4
542409,153201,prior,34,6,16,5.0,0
512892,153201,prior,35,4,18,5.0,1
1139824,153201,prior,36,5,3,1.0,2
1370392,153201,prior,37,0,13,2.0,3
305553,153201,prior,38,4,18,4.0,4
706842,153401,prior,1,2,12,,0
